ReciboID,PorcentajeDescuento,VehiculoID,ClienteID,Cantidad,Precio,Precio,Subtotal,Nombre,CostoActual,CostoAnterior
22,0,98,62,1,445.43,445.43,445.43,19192623 KIT AFINACION CHEVY,381,381
22,0,98,62,1,65.14,65.14,65.14,PS312131 JUNTA PUNTERIAS CHEVROLET,63.52,63.52
22,0,98,62,1,61.3,61.3,61.3,93399621 MANGUERA CODO,47.02,47.02
22,0,98,62,1,478.49,478.49,478.49,CABLES PARA BUJIA,39.95,39.95
23,0,67,24,1,11.44,11.44,11.44,TERMINAL PARA BATERIA,7.59,7.59
23,0,67,24,1,1017.24,1017.24,1017.24,12621649 SENSOR DE PRESION DE ACEITE,782.76,782.76
24,0,NULL,65,1,1103.45,1103.45,1103.45,SENSOR DE OXIGENO DE VW SEAT,849.21,849.21
27,0,97,61,1,51.73,51.73,51.73,LIQUIDO DE FRENO DOT4,39.79,39.79
27,0,97,61,1,60.35,60.35,60.35,LIQUIDO LIMPIADOR DE FRENOS,34.8,34.8
27,0,97,61,1,4.64,4.64,4.64,CIN0006 SINCHO NEGRO,3.57,3.57
27,0,97,61,1,2006.03,2006.03,2006.03,BALATAS DELANTARES SUBURBAN,999.15,999.15
28,0,102,66,1,50,50,50,ENGRASAR ROTULAS INCLUYE GRASERAS,30,30
30,0,104,68,1,90,90,90,DESENGRASANTE Y SOLVENTES,126,126
30,0,104,68,5,94.83,94.83,474.15,ACEITE PARA MOTOR 10W30 TAMBO,44.83,44.83
30,0,104,68,1,99.13,99.13,99.13,LIMPIADOR DE INYECTORES,67.19,67.34
30,0,104,68,1,51.72,51.72,51.72,LIQUIDO LIMPIADOR DE CUERPO DE ACELERACION,43.28,43.28
30,0,104,68,1,10.84,10.84,10.84,HF3157 FOCO 12V 27/7W W2.5X16Q,10.76,10.76
30,0,104,68,1,58.5,58.5,58.5,PH3600 FILTRO PARA ACEITE,45,45
30,0,104,68,1,104.22,104.22,104.22,CA8817 FILTRO PARA AIRE,80.22,80.22
30,0,104,68,6,24.56,24.56,147.36,RC9MC4 BUJIA CHAMPION,17.33,17.33
